
----------------------------------------------
Test     Number of    Correct       False 
Image    Objects      Detections    Detections 
----------------------------------------------

	0			1			1			0
	1			1			1			0
	2			1			1			0
	3			1			1			0
	4			1			1			0
	5			1			1			0
	6			1			1			0
	7			1			1			0
	8			1			1			0
	9			1			1			0
	10			1			1			0
	11			1			1			0
	12			1			1			2
	13			1			1			0
	14			1			1			0
	15			1			1			0
	16			1			1			0
	17			1			1			0
	18			1			1			0
	19			1			1			0
	20			1			1			0
	21			1			1			0
	22			1			1			0
	23			1			1			0
	24			1			1			0
	25			1			1			1
	26			1			1			0
	27			1			1			0
	28			1			1			0
	29			1			1			0
	30			1			1			0
	31			1			1			0
	32			1			1			0
	33			1			1			0
	34			1			1			0
	35			2			2			0
	36			1			1			0
	37			1			1			1
	38			1			1			0
	39			1			1			0
	40			1			1			0
	41			1			1			0
	42			2			2			0
	43			1			1			0
	44			1			1			0
	45			1			1			0
	46			1			1			0
	47			1			1			0
	48			1			1			0
	49			1			1			0
	50			1			1			0
	51			1			1			0
	52			1			1			0
	53			1			1			0
	54			1			1			0
	55			1			1			0
	56			1			1			0
	57			1			1			0
	58			1			1			0
	59			1			1			0
	60			1			1			0
	61			1			1			0
	62			1			1			0
	63			1			1			0
	64			1			1			0
	65			1			1			0
	66			1			1			0
	67			1			1			0
	68			1			1			0
	69			1			1			0
	70			1			1			0
	71			1			1			0
	72			1			1			0
	73			1			1			0
	74			1			1			0
	75			1			1			0
	76			1			1			0
	77			1			1			0
	78			2			2			0
	79			2			2			0
	80			2			2			0
	81			2			2			0
	82			2			2			0
	83			2			2			2
	84			2			2			0
	85			2			2			0
	86			2			2			0
	87			2			2			0
	88			2			2			0
	89			2			2			0
	90			2			2			0
	91			2			2			0
	92			2			2			0
	93			2			2			1
	94			2			2			0
	95			1			1			1
	96			2			2			0
	97			2			2			0
	98			2			2			0
	99			2			1			1
	100			2			2			0
	101			2			2			0
	102			2			2			1
	103			2			2			0
	104			2			2			0
	105			2			2			0
	106			2			2			0
	107			2			2			0

------------------------------------------------
	Total		139			138			10
------------------------------------------------
